# To display the perf.data header info, please use --header/--header-only options.
#
# Samples: 727K of event 'cycles'
# Event count (approx.): 421628435506
#
# Overhead  Command  Shared Object        Symbol                                        
# ........  .......  ...................  ..............................................
#
     0.00%  server   server               [.] 0x0000000000009124                        
     0.00%  server   server               [.] 0x000000000000b15e                        
     0.00%  server   server               [.] 0x000000000000e4be                        
     0.00%  server   server               [.] 0x0000000000008112                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008333d                        
     0.00%  server   server               [.] 0x0000000000008673                        
     0.00%  server   [kernel.kallsyms]    [k] wake_nocb_leader                          
     0.00%  server   server               [.] 0x0000000000006aa5                        
     0.00%  server   server               [.] 0x000000000000b4d5                        
     0.00%  server   server               [.] 0x000000000000811b                        
     0.00%  server   server               [.] 0x00000000000065b1                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000f07e                        
     0.00%  server   server               [.] 0x00000000000064df                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fdee                        
     0.00%  server   server               [.] 0x000000000000b68f                        
     0.00%  server   server               [.] 0x000000000000a580                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000801ee                        
     0.00%  server   server               [.] 0x0000000000007402                        
     0.00%  server   server               [.] 0x000000000000e926                        
     0.00%  server   server               [.] 0x000000000000e792                        
     0.00%  server   server               [.] 0x000000000000b4c4                        
     0.00%  server   server               [.] 0x00000000000082f1                        
     0.00%  server   server               [.] 0x0000000000007e6a                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f588                        
